video_id,title,description,channel_id,channel_title,published_at,category_id,tags,default_language,thumbnail_url,view_count,like_count,comment_count,duration_seconds,definition,caption,privacy_status,upload_status,published_at_local,title_length,description_length,tag_count,like_ratio,comment_ratio,engagement_ratio,collected_at,collection_date,channel_category
NJpSwC6JZLU,Iskole (ඉස්කෝලේ) | Episode 1142 | 29th July 2025,"Iskole (ඉස්කෝලේ) | Episode 1142 | 29th July 2025

Watch TV Derana Programmes & More Updates
https://www.youtube.com/channel/UCRDDfbYPHX_GUJ4lcQYTc8A

Director : Salinda Rathnayake

Producer : Dhammika Aluthgedara

Script Writer : Saman Edirimuni

Cast : Danushka Jayarathna, Hirushi Perera, Damithri Subasinghe, Sangeetha Basnayake, Ruwanthi Mangala, Naduni Karunathilake, Wasantha Kumarasiri, Dasun Ediripakshe, Dimuthu Chinthaka, Sahan Ranwala, Ananda Atukorala, Wilmon Sirimanne, Sashrika Semini, Sudarshi Gelanigama, Lakmali Welagedara, Susila Kottage, Roma Roshy Jayakody, Deepthi Weerasooriya, Nimesha De Silva, Dinuja Arya Akeshwara, Athula Jayasinghe, Keerthi K Rathnayake, Nimal Jayasinghe, Chirantha Ranwala, Nisal Sathsara, Dammika Aluthgera, Dhanushka Sampath

Follow us on
🔗 Facebook 👉🏼 https://www.facebook.com/tvderanaofficial
🔗 Instagram 👉🏼 https://www.instagram.com/tv_derana
🔗 Twitter 👉🏼 https://twitter.com/tvderana
🔗 TikTok 👉🏼 https://www.tiktok.com/@tvderanaofficial

TV Derana
SRI LANKA'S PREMIUM ENTERTAINMENT EXPERIENCE

#TVDerana #DeranaLK #iskole #iskoleteledrama #samanedirimuni",UCRDDfbYPHX_GUJ4lcQYTc8A,TV Derana,2025-07-29T14:30:06Z,24,"['TV Derana', 'Derana TV', 'Derana Teledramas', 'DeranaLK', 'TV Derana Offcial', 'Derana Programs', 'Derana Entertainment', 'Derana Viral Clips', 'Tv Derana New', 'iskole', 'iskole teledrama', 'iskole teledrama today', 'iskole teledrama yesterday', 'iskole teledrama tv derana', 'iskole teledrama today episode', 'iskole teledrama actress name', 'iskole teledrama all episodes', 'Danushka Jayarathna', 'Hirushi Perera', 'Damithri Subasinghe', 'Sangeetha Basnayake', 'Iskole (ඉස්කෝලේ) | Episode 1142 | 29th July 2025']",,https://i.ytimg.com/vi/NJpSwC6JZLU/hqdefault.jpg,8258,253,9,1234,hd,false,public,processed,2025-07-29 20:00:06+05:30,48,1105,22,0.030636958101235165,0.0010898522644708162,0.03172681036570598,2025-07-29T20:28:16.057129,2025-07-29,news_media
q6o1jSyQYMk,Sitha Nidi Na (සිත නිදි නෑ) | Episode 484 | 29th July 2025,"Sitha Nidi Na (සිත නිදි නෑ) | Episode 484 | 29th July 2025

Watch TV Derana Programmes & More Updates
https://www.youtube.com/channel/UCRDDfbYPHX_GUJ4lcQYTc8A

Director : Thilina Borelassa

Producer : Janaka Siriwardana

Music Director : Thilina Tharaka

Script Writer : Lakshan Waththuhewa 

Follow us on
🔗 Facebook 👉🏼 https://www.facebook.com/tvderanaofficial
🔗 Instagram 👉🏼 https://www.instagram.com/tv_derana
🔗 Twitter 👉🏼 https://twitter.com/tvderana
🔗 TikTok 👉🏼 https://www.tiktok.com/@tvderanaofficial

TV Derana
SRI LANKA'S PREMIUM ENTERTAINMENT EXPERIENCE

#TVDerana #DeranaLK #SithaNidiNa",UCRDDfbYPHX_GUJ4lcQYTc8A,TV Derana,2025-07-29T13:30:06Z,24,"['TV Derana', 'Derana TV', 'Derana Teledramas', 'DeranaLK', 'TV Derana Offcial', 'Derana Programs', 'Derana Entertainment', 'Derana Viral Clips', 'Tv Derana New', 'Sitha Nidi Na', 'Sitha Nidi Na Teledrama', 'සිත නිදි නැ', 'sitha nidi na derana', 'sangeethe', 'raajini', 'lokkige kathawa', 'tv derana live', 'tv derana teledrama', 'tv derana shorts', 'Janaka Siriwardana', 'Thilina Borelassa', 'Anoma Wijayawardana', 'sitha nidi na yesterday', 'Sitha Nidi Na (සිත නිදි නෑ) | Episode 484 | 29th July 2025']",,https://i.ytimg.com/vi/q6o1jSyQYMk/hqdefault.jpg,9722,357,9,1145,hd,false,public,processed,2025-07-29 19:00:06+05:30,58,597,24,0.03672083933347048,0.0009257354453816088,0.03764657477885209,2025-07-29T20:28:16.057129,2025-07-29,news_media
NaS68pL007Y,දැනෙන විදිහ #tvderana #deranalk #kodukari,"Watch TV Derana Programmes & More Updates
https://www.youtube.com/channel/UCRDDfbYPHX_GUJ4lcQYTc8A

Follow us on
🔗 Facebook 👉🏼 https://www.facebook.com/tvderanaofficial
🔗 Instagram 👉🏼 https://www.instagram.com/tv_derana
🔗 Twitter 👉🏼 https://twitter.com/tvderana
🔗 TikTok 👉🏼 https://www.tiktok.com/@tvderanaofficial

TV Derana
SRI LANKA'S PREMIUM ENTERTAINMENT EXPERIENCE

#TVDerana #DeranaLK #kodukari",UCRDDfbYPHX_GUJ4lcQYTc8A,TV Derana,2025-07-29T12:40:07Z,24,"['TV Derana', 'Derana TV', 'Derana Teledramas', 'DeranaLK', 'TV Derana Offcial', 'Derana Programs', 'Derana Entertainment', 'Derana Viral Clips', 'Tv Derana New', 'Derana Teledrama', 'tv derana official', 'Thilina Borelassa', 'Dinusha Disanayake', 'Janudi Senaya Akurugoda', 'Mahendra Weerarathne', 'Gamini Aponsu', 'Dileepa Manohara', 'Chaminda Batukotuwa', 'Chamodya Aberathne', 'Harshani Disanayake', 'Sewwandi Hapuarachchi', 'kodukari', 'kodukariteledrama', 'newteledrama', 'kodukari shorts', 'derana kodukari shorts']",,https://i.ytimg.com/vi/NaS68pL007Y/hqdefault.jpg,391,20,0,44,hd,false,public,processed,2025-07-29 18:10:07+05:30,41,401,26,0.05115089514066496,0.0,0.05115089514066496,2025-07-29T20:28:16.057129,2025-07-29,news_media
gwWSB0jfXCI,චූලට දුක හිතිලා #tvderana #deranalk #nikinikusum #shorts,"Watch TV Derana Programmes & More Updates
https://www.youtube.com/channel/UCRDDfbYPHX_GUJ4lcQYTc8A

Follow us on
🔗 Facebook 👉🏼 https://www.facebook.com/tvderanaofficial
🔗 Instagram 👉🏼 https://www.instagram.com/tv_derana
🔗 Twitter 👉🏼 https://twitter.com/tvderana
🔗 TikTok 👉🏼 https://www.tiktok.com/@tvderanaofficial

TV Derana
SRI LANKA'S PREMIUM ENTERTAINMENT EXPERIENCE

#TVDerana #DeranaLK #nikinikusum",UCRDDfbYPHX_GUJ4lcQYTc8A,TV Derana,2025-07-29T12:34:32Z,24,"['TV Derana', 'Derana TV', 'Derana Teledramas', 'DeranaLK', 'TV Derana Offcial', 'Derana Programs', 'Derana Entertainment', 'Derana Viral Clips', 'Tv Derana New', 'nikini kusum', 'nikini kusum shorts', 'derana shorts']",,https://i.ytimg.com/vi/gwWSB0jfXCI/hqdefault.jpg,286,11,0,79,hd,false,public,processed,2025-07-29 18:04:32+05:30,56,404,12,0.038461538461538464,0.0,0.038461538461538464,2025-07-29T20:28:16.057129,2025-07-29,news_media
ZLaboLGZ1Q0,Akurata Yana Welawe - අකුරට යන වෙලාවේ | Episode 626 | 2025-07-29 | Hiru TV,"Akurata Yana Welawe - අකුරට යන වෙලාවේ | Episode 626 | 2025-07-29 | Hiru TV

සතියේ දින පහේම රාත්‍රී 7.30 ට හිරු TV තුළින්...

Watch All Episodes - https://hiru.lk/Lhbb1S

Hiru TV - Sri Lanka's most watched television channel

Watch sinhala teledramas, Music video download & Get more updates...
Subscribe Now! - https://www.youtube.com/@HiruTVOfficial

Visit our official website - http://www.hirutv.lk
🔴 Watch YouTube 24x7 live -  https://hiru.lk/w4yZnS
🔴 Watch live webast - https://hiru.lk/PmfFC4

Follow us on Facebook  - https://www.facebook.com/hirutv
Follow us on Instagram - https://www.instagram.com/hirutvlk
Follow us on TikTok - https://www.tiktok.com/@hirutv
Follow us on X - https://x.com/tvhiru
Follow us on Threads - https://www.threads.net/@hirutvlk
Join us on WhatsApp Channel - https://hiru.lk/xQjZ9H
Join us on Instagram Channel - https://hiru.lk/7LpW4H

අලුත් දේ නරඹන්න Hiru TV app එක දැන්ම Download කරගන්න!
Android - https://bit.ly/3HtEL4q
IOS - https://apple.co/3Yn7YEX

#AkurataYanaWelawe #අකුරට_යන_වෙලාවේ #HiruTV #HiruTVLK #HiruTVDigital #HiruTVSriLanka #AkurataYanaWelaweHiruTV",UCOtYyt7W5PmPnwQjWWF_Z-Q,Hiru TV,2025-07-29T14:30:07Z,24,"['hiru tv', 'hiru tv sri lanka', 'hiru tv dramas', 'hiru tv programs', 'akurata yana welawe', 'akurata yana welawe teledrama', 'akurata yana welawe hiru tv', 'hiru tv akurata yana welawe', 'trending drama', 'hiru tv digital', 'akurata yana welawe today', 'akura', 'akurata yana welawe trending', 'akura today', 'akura episode 626', 'Akurata Yana Welawe - අකුරට යන වෙලාවේ | Episode 626 | 2025-07-29 | Hiru TV']",si,https://i.ytimg.com/vi/ZLaboLGZ1Q0/hqdefault.jpg,3073,134,13,1206,hd,false,public,processed,2025-07-29 20:00:07+05:30,74,1101,16,0.043605597136348845,0.004230393752033843,0.04783599088838269,2025-07-29T20:28:18.052037,2025-07-29,news_media
kdmwiLPXnII,කෑවනම් හොරෙන් බඩ පලන් දැන් හෝදපන් දැළි වළං,"කෑවනම් හොරෙන් බඩ පලන් දැන් හෝදපන් දැළි වළං
𝗙𝗨𝗟𝗟 𝗘𝗣𝗜𝗦𝗢𝗗𝗘 👉 https://hiru.lk/0pQLXJ
Akurata Yana Welawe - අකුරට යන වෙලාවේ |  සතියේ දින පහේම රාත්‍රී 7.30 ට හිරු TV තුළින්...

Watch this video on TikTok
👉 https://www.tiktok.com/@hirutv
#HiruTV #HiruTVLK #HiruTVDigital #AkurataYanaWelawe #අකුරට_යන_වෙලාවේ #AkurataYanaWelaweHiruTV",UCOtYyt7W5PmPnwQjWWF_Z-Q,Hiru TV,2025-07-29T09:08:22Z,24,"['hiru tv', 'hiru tv digital', 'hiru tv sri lanka', 'hiru tv live', 'hiru tv official', 'hiru tv lk', 'hiru tv dramas', 'hiru tv teledramas', 'dramas hiru tv', 'teledramas hiru tv', 'hiru dramas', 'hiru teledramas', 'hiru tv programs', 'programs hiru tv', 'hiru tv drama clips', 'hiru tv program clips', 'paata kurullo', 'hiru tv paata kurullo', 'ron soyaa', 'hiru tv ron soyaa', 'malak', 'wathsunu', 'akurata yana welawe', 'sihina genena kumariye', 'sandy', 'siri garage', 'podi waddo', 'happy hour', 'agara dagara', 'copy chat']",si,https://i.ytimg.com/vi/kdmwiLPXnII/hqdefault.jpg,1699,28,1,133,hd,false,public,processed,2025-07-29 14:38:22+05:30,42,324,30,0.0164802825191289,0.0005885815185403178,0.017068864037669218,2025-07-29T20:28:18.053042,2025-07-29,news_media
cIwci7kq07s,තඩි නගරාධිපතියාගේ කාන්තා සංගමේ මීටිං එක...,"තඩි නගරාධිපතියාගේ කාන්තා සංගමේ මීටිං එක...
𝗙𝗨𝗟𝗟 𝗘𝗣𝗜𝗦𝗢𝗗𝗘 👉 https://hiru.lk/dMrc05
Ron Soyaa - රොන් සොයා | සතියේ දින පහේම රාත්‍රී 8.30 ට හිරු TV තුළින්...

Watch this video on TikTok
👉 https://www.tiktok.com/@hirutv

#HiruTV #HiruTVLK #HiruTVDigital #RonSoyaa #රොන්_සොයා  #RonSoyaaHiruTV",UCOtYyt7W5PmPnwQjWWF_Z-Q,Hiru TV,2025-07-29T07:30:30Z,24,"['hiru tv', 'hiru tv digital', 'hiru tv sri lanka', 'hiru tv live', 'hiru tv official', 'hiru tv lk', 'hiru tv dramas', 'hiru tv teledramas', 'dramas hiru tv', 'teledramas hiru tv', 'hiru dramas', 'hiru teledramas', 'hiru tv programs', 'programs hiru tv', 'hiru tv drama clips', 'hiru tv program clips', 'paata kurullo', 'hiru tv paata kurullo', 'ron soyaa', 'hiru tv ron soyaa', 'malak', 'wathsunu', 'akurata yana welawe', 'sihina genena kumariye', 'sandy', 'siri garage', 'podi waddo', 'happy hour', 'agara dagara', 'copy chat']",si,https://i.ytimg.com/vi/cIwci7kq07s/hqdefault.jpg,1991,84,3,104,hd,false,public,processed,2025-07-29 13:00:30+05:30,42,285,30,0.04218985434455048,0.0015067805123053742,0.04369663485685585,2025-07-29T20:28:18.053042,2025-07-29,news_media
wQW9P33NpRk,திருகோணமலை முத்துநகர் மக்கள் ஆர்ப்பாட்டம் #trincomalee  #lka #muthunagar,"#NewsfirstTamil #TamilNewsSriLanka #SriLankaNews
இலங்கை துறைமுக அபிவிருத்தி அதிகார சபையால் தமது விவசாய நிலங்கள் அபகரிக்கப்பட்டுள்ளமையை கண்டித்து திருகோணமலை முத்துநகர் மக்கள் ஆர்ப்பாட்டம்
#Trincomalee #lka #muthunagar #protest #srilanka #lka 
Like us on Facebook: https://fb.com/NewsfirstTamilSL/
Follow us via Twitter: https://twitter.com/NewsfirstTamil
Subscribe us: https://www.youtube.com/c/NewsfirstTamilSriLanka?sub_confirmation=1
Watch more videos: https://www.youtube.com/channel/UCJpM66ypgqDMT-buL1ALuLA

Newsfirst.lk Sri Lanka's Number One News Provider.  

Web: http://www.newsfirst.lk/tamil
Email: contact@newsfirst.lk
Telephone: +94 114792700",UCJpM66ypgqDMT-buL1ALuLA,Newsfirst Tamil - Sri Lanka,2025-07-29T14:53:41Z,25,"['sri lanka news', 'tamil sri lanka news', 'breaking news sri lanka', 'latest breaking news', 'news from jaffna', 'tamil news', 'lanka tamil', 'tamil lanka news', 'இலங்கை செய்தி', 'தமிழ் இலங்கை செய்தி', 'இலங்கையிலிருந்து சமீபத்திய செய்தி', 'உடனுக்குடனான செய்தி இலங்கை', 'யாழ்ப்பாணத்திலிருந்து செய்தி', 'தமிழ் செய்தி', 'இலங்கை தமிழ்', 'breaking news tamil', 'jaffna news', 'TamilComedy', 'TamilMusic', 'TamilMovies', 'TamilCulture', 'TamilFood', 'TamilFashion', 'TamilSports', 'TamilTravel', 'TamilFilmFestival', 'SriLankaFilmFestival']",ta,https://i.ytimg.com/vi/wQW9P33NpRk/hqdefault.jpg,4,0,0,115,hd,false,public,processed,2025-07-29 20:23:41+05:30,72,654,27,0.0,0.0,0.0,2025-07-29T20:28:20.106939,2025-07-29,news_media
Mv50b3-nw2U,யாழ்.சாவகச்சேரியில் வயோதிபப் பெண்ணின் வீட்டில் நகை திருட்டு #jaffna #robbery #newsfirsttamil,"#NewsfirstTamil #TamilNewsSriLanka #SriLankaNews
யாழ்.சாவகச்சேரியில் வயோதிபப் பெண்ணின் வீட்டில் நகை திருட்டு ; கைதான 07 பேரில் நால்வருக்கு பிணை
#jaffna #robbery #srilanka #lka
Like us on Facebook: https://fb.com/NewsfirstTamilSL/
Follow us via Twitter: https://twitter.com/NewsfirstTamil
Subscribe us: https://www.youtube.com/c/NewsfirstTamilSriLanka?sub_confirmation=1
Watch more videos: https://www.youtube.com/channel/UCJpM66ypgqDMT-buL1ALuLA

Newsfirst.lk Sri Lanka's Number One News Provider.  

Web: http://www.newsfirst.lk/tamil
Email: contact@newsfirst.lk
Telephone: +94 114792700",UCJpM66ypgqDMT-buL1ALuLA,Newsfirst Tamil - Sri Lanka,2025-07-29T14:26:34Z,25,"['sri lanka news', 'tamil sri lanka news', 'breaking news sri lanka', 'latest breaking news', 'news from jaffna', 'tamil news', 'lanka tamil', 'tamil lanka news', 'இலங்கை செய்தி', 'தமிழ் இலங்கை செய்தி', 'இலங்கையிலிருந்து சமீபத்திய செய்தி', 'உடனுக்குடனான செய்தி இலங்கை', 'யாழ்ப்பாணத்திலிருந்து செய்தி', 'தமிழ் செய்தி', 'இலங்கை தமிழ்', 'breaking news tamil', 'jaffna news', 'TamilComedy', 'TamilMusic', 'TamilMovies', 'TamilCulture', 'TamilFood', 'TamilFashion', 'TamilSports', 'TamilTravel', 'TamilFilmFestival', 'SriLankaFilmFestival']",ta,https://i.ytimg.com/vi/Mv50b3-nw2U/hqdefault.jpg,1373,0,0,58,hd,false,public,processed,2025-07-29 19:56:34+05:30,92,588,27,0.0,0.0,0.0,2025-07-29T20:28:20.106939,2025-07-29,news_media
AIozpPdz288,கனவை நனவாக்கிய தென்னாபிரிக்க வீரர்..கிரிக்கெட் முதல் ரக்பி வரை #powerplay #newsfirsttamil #srilanka,"#NewsfirstTamil #TamilNewsSriLanka #SriLankaNews
கனவை நனவாக்கிய தென்னாபிரிக்க வீரர்..
கிரிக்கெட் முதல் ரக்பி வரை
#PowerPlay #srilanka #lka
Like us on Facebook: https://fb.com/NewsfirstTamilSL/
Follow us via Twitter: https://twitter.com/NewsfirstTamil
Subscribe us: https://www.youtube.com/c/NewsfirstTamilSriLanka?sub_confirmation=1
Watch more videos: https://www.youtube.com/channel/UCJpM66ypgqDMT-buL1ALuLA

Newsfirst.lk Sri Lanka's Number One News Provider.  

Web: http://www.newsfirst.lk/tamil
Email: contact@newsfirst.lk
Telephone: +94 114792700",UCJpM66ypgqDMT-buL1ALuLA,Newsfirst Tamil - Sri Lanka,2025-07-29T14:09:59Z,25,"['sri lanka news', 'tamil sri lanka news', 'breaking news sri lanka', 'latest breaking news', 'news from jaffna', 'tamil news', 'lanka tamil', 'tamil lanka news', 'இலங்கை செய்தி', 'தமிழ் இலங்கை செய்தி', 'இலங்கையிலிருந்து சமீபத்திய செய்தி', 'உடனுக்குடனான செய்தி இலங்கை', 'யாழ்ப்பாணத்திலிருந்து செய்தி', 'தமிழ் செய்தி', 'இலங்கை தமிழ்', 'breaking news tamil', 'jaffna news', 'TamilComedy', 'TamilMusic', 'TamilMovies', 'TamilCulture', 'TamilFood', 'TamilFashion', 'TamilSports', 'TamilTravel', 'TamilFilmFestival', 'SriLankaFilmFestival']",ta,https://i.ytimg.com/vi/AIozpPdz288/hqdefault.jpg,167,0,3,286,hd,false,public,processed,2025-07-29 19:39:59+05:30,99,551,27,0.0,0.017964071856287425,0.017964071856287425,2025-07-29T20:28:20.106939,2025-07-29,news_media
