channel_id,title,description,custom_url,published_at,country,default_language,thumbnail_url,subscriber_count,video_count,view_count,uploads_playlist_id,published_at_local,avg_views_per_video
UCT83ymyAGm7Gnk_4ifxjxIA,Sri Lanka Rupavahini,"Sri Lanka Rupavahini (TV) Corporation, the State Television stands for the benefit of all Sri Lankans. We do recognise the peoples diversity of expectations, values , interests and needs. We reach our target groups in Sinhala, Tamil and English languages.
The Sri Lanka Rupavahini Corporation, the National Television Network was commissioned on 15th February 1982. Its studio complex is situated in Colombo the commercial capital of Sri Lanka.  

Our Vision is  The continuing Audio Visual Icon of Sri Lankans. Our Mission is With commitment and unity,creating timely, meaningful and intuitive programmes rich in knowledge, entertainment and education and disseminating them chiseled with state-of-the-art technology exceeding the expectations of Sri Lankans everywhere.  

Address : 
P.O. Box 2204, Independance Square
Colombo - 07
Sri Lanka00700 

Contact: 
Tel - +94 112 50 10 50
Fax -+94 112 58 09 29 





 
",@srilankarupavahinitv,2017-09-21T05:46:49Z,LK,,https://yt3.ggpht.com/7NmMiflInXJEcMgUWpDdreEqAouPMWxBqqewCENT1Z7v4SL_qa2_JWr8l3xFZlDPNwj2HHTV=s800-c-k-c0x00ffffff-no-rj,1460000,24715,312114223,UUT83ymyAGm7Gnk_4ifxjxIA,2017-09-21 11:16:49+05:30,12628.534209993932
UCV-hall6WGCn1NY7dofVJJA,NEWSWIRE,NewsWire.lk,@newswiresl,2012-05-22T19:31:19Z,LK,,https://yt3.ggpht.com/sMulLfyqR1XF1B2orYTgyBTlxnm_ndyv3QZ0L60xLeqkxpMYye76mOl5amqC7qhabEGAXw7pZw=s800-c-k-c0x00ffffff-no-rj,54400,288,8861761,UUV-hall6WGCn1NY7dofVJJA,2012-05-23 01:01:19+05:30,30770.003472222223
UCJpM66ypgqDMT-buL1ALuLA,Newsfirst Tamil - Sri Lanka,"Newsfirst Tamil Sri Lanka  - Sri Lankas first international news channel, broadcasting in Sinhalese, Tamil and English across three TV channels, four radio channels and streamed live at www.newsfirst.lk tamil ",@newsfirsttamilsl,2019-06-20T06:49:55Z,US,,https://yt3.ggpht.com/ytc/AIdro_ludfplVnYxwlZZPz7CZDBocuEkpnO3jUhPCLPJBEd7Mg=s800-c-k-c0x00ffffff-no-rj,636000,45964,206552776,UUJpM66ypgqDMT-buL1ALuLA,2019-06-20 12:19:55+05:30,4493.794621877992
UCQTcNhAZidy1i9wwmdgf2Lw,ITN Sri Lanka,"The Independent Television Network (ITN) The Pioneer Television Station in Sri Lanka since 1979. With Thirty years behind us, local programs are given pride of place catering to all strata of society News and Current Affairs, Tele-Dramas, Discussion, Educational, Entertainment, Magazines, and Sports are given pride of place. Special emphasis is also given to Children's Women's and religious programs.

* Our Vision - The most creative media organization in South East Asia.
* Our Mission - Uplifting people's lives with news and programs that inform, inspire, educate, and entertain in keeping with Sri Lankan cultural values.
* Our Values - 
• We are patriotic and Independent.
• We are honest and trustworthy
• We treat our audiences with due respect
• We respect all human beings
• We respect Professionalism
",@itnsrilanka,2018-03-02T06:03:22Z,LK,eu,https://yt3.ggpht.com/-GARaqy8xlWxj-hejTbfzECxRqobL7835JcUGeIiyjiQNjuqN6eGCjaYn6rZK89AlrljMueF=s800-c-k-c0x00ffffff-no-rj,2860000,30209,2220430328,UUQTcNhAZidy1i9wwmdgf2Lw,2018-03-02 11:33:22+05:30,73502.27839385613
UCOtYyt7W5PmPnwQjWWF_Z-Q,Hiru TV,"A new revolution begins. The first and only digitally-enabled HD television channel in the country, Hiru TV entered Sri Lanka's television history by offering island-wide coverage from day one.

Hiru TV combines high definition technology and quality program lineups to provide television audiences with an unmatched array of entertainment options. Viewers can enjoy programs ranging from teledramas to documentaries or simply watch their favourite song videos on music shows.

With the option of watching live telecasts on TV or online, hours of entertainment is guaranteed to viewers. Hiru TV,a proud brand of the Asia Broadcasting Corporation Private limited, a member of Rayynor Silva holdings.",@hirutvofficial,2015-05-19T06:33:12Z,LK,,https://yt3.ggpht.com/ZMv_fXS2WqfchK65Ztt56kn9hwuJJPsUr88qnYM3hI42N0UCOYL26rqi3WLKhJyFT1rPAXCVLA=s800-c-k-c0x00ffffff-no-rj,4670000,51198,3297291530,UUOtYyt7W5PmPnwQjWWF_Z-Q,2015-05-19 12:03:12+05:30,64402.74092737998
UCn0XmAUFv6d2tofMFEesSNw,Sirasa TV,"Welcome to the Official Sirasa TV YouTube Channel!

Sirasa TV has been at the forefront of the industry, catering to all three languages while pioneering reality television shows, franchise television programs, and daily soaps in Sri Lanka. Equipped with state-of-the-art audio-visual receiving and transmitting equipment, our signals are broadcast free-to-air across the country.

#SirasaTV #ThePeoplesChannel #LKA
",@sirasaofficial,2011-12-22T12:20:09Z,LK,,https://yt3.ggpht.com/G_QYdmFyJi6aEiLWMXBobJXa8NCiPK-3QArLTgciCeKTwKFZiYilXozbuFd_pR3AtDcXjTYwAg=s800-c-k-c0x00ffffff-no-rj,3580000,17479,2674832824,UUn0XmAUFv6d2tofMFEesSNw,2011-12-22 17:50:09+05:30,153031.22741575606
UCRDDfbYPHX_GUJ4lcQYTc8A,TV Derana,"Sri Lanka's No. 1 television channel that broadcasts contemporary content which uploads authentic Sri Lankan values. Launched in 2005, TV Derana is one of Sri Lanka's most popular television networks.

",@tvderanaofficial,2012-01-26T11:02:27Z,LK,,https://yt3.ggpht.com/OWplYI3G1FcxDjSPUgiIM-AlaQOAjOyUrcqtp_5TgOBm9rbtBwTDtPiXP9V7P3YGBRLgqh9mQg=s800-c-k-c0x00ffffff-no-rj,5900000,37341,5784780507,UURDDfbYPHX_GUJ4lcQYTc8A,2012-01-26 16:32:27+05:30,154917.66441712863
UCHhk9EHspPZejY9PnR1PLVg,Siyatha FM,"Siyatha FM operates Island wide in Sri Lanka on 98.2MHz and 98.4MHz FM. It is owned by Voice of Asia Network (Pvt) Ltd. (www.voa.lk), which also runs its sister Television channel Siyatha TV along with Radio Stations Real Radio, Kiss FM, Varnam TV & Varnam FM

Website: www.siyathafm.lk

Mobile Apps: Download our Mobile APPS from Android and Apple Stores for Free",@siyathafm,2016-07-04T10:55:17Z,LK,,https://yt3.ggpht.com/SwPjkaqScHzXRen-GscHf0ql7mbphhxxYLiQ710_Ay_kSLkSjefe6Ud1iyTnXlc5c4aoD5azDA=s800-c-k-c0x00ffffff-no-rj,393000,4783,139118997,UUHhk9EHspPZejY9PnR1PLVg,2016-07-04 16:25:17+05:30,29086.13777963621
UCmNv8608OO9T6pONDTipm0A,Charana Beats,"ගොඩබිම අහස දිය එකලු කර නුවණැසින් චරණ
ජන මනස පුබුදුවන 
සල රූ වාහිනිය ""චරණ""
",@charanabeats,2021-01-17T12:42:30.441227Z,LK,,https://yt3.ggpht.com/46hyeHKZ-Iq1h95Y5rL1tlEtz0rbAFs1P-mG5NUGZyfoX4v84FHeYbWlLLBQMI7HQOhOwZWn-w=s800-c-k-c0x00ffffff-no-rj,224000,471,174114589,UUmNv8608OO9T6pONDTipm0A,2021-01-17 18:12:30.441227+05:30,369670.04033970274
UCMQYRNX1Fg-HJ8Ey7Z3WPrA,"Wasthi Productions ""වස්ති""","Wasthi Productions ""වස්ති""  -  සම්ප්‍රදාය අතික්‍රමණයට..!! 

",@wasthi,2016-02-20T09:12:42Z,LK,,https://yt3.ggpht.com/ytc/AIdro_n0gCxAZHpikpiCtSpIzHNsDQnfojjEXFPI67yiHB4Ac0E=s800-c-k-c0x00ffffff-no-rj,2000000,87,254991263,UUMQYRNX1Fg-HJ8Ey7Z3WPrA,2016-02-20 14:42:42+05:30,2930934.057471264
UCYfYZgkolI8VpiIpL767N7g,Charitha Attalage - Topic,,,2018-05-15T12:26:30Z,,,https://yt3.ggpht.com/Mk8y-VpsBZzRM-Kj6pdY4XS6X7IYk_AYHnHmu8zEvha_DfeYgDsutP2Lkws_LdoZ0olmbYm2PQ=s800-c-k-c0x00ffffff-no-rj,49400,85,7217483,UUYfYZgkolI8VpiIpL767N7g,2018-05-15 17:56:30+05:30,84911.56470588235
UC-mOUuQBUvlB94pjZdjB5ig,Yureni Noshika,Movie/ TV Actress | Presenter | Entertainer,@yureninoshikaofficial,2015-12-19T12:26:38Z,LK,,https://yt3.ggpht.com/lTIVzM-6PLzt7h2K5PIlGY20WOfqUyahdiXc005gBcg_6HKvNxwdTf8YU22xf38eyuMazAfvDw=s800-c-k-c0x00ffffff-no-rj,101000,231,27696423,UU-mOUuQBUvlB94pjZdjB5ig,2015-12-19 17:56:38+05:30,119897.93506493507
